"Title","Description","Price","Condition","Ad Posted Date","Username of Seller"
"Dahua DHI-LM24-C201P 24-Inch 100Hz FHD Monitor","Feature Specification Display Size 23.8 inches Display Type LED Panel Type IPS Resolution 1920×1080 Viewing Angle 178°(H)/178°(V) Extra-Wide Aspect Ratio 16:9 Brightness 250 Cd/㎡(Max) Contrast Ratio 1000:1 Refresh Rate 100Hz Color Support 16.7M(8bit) Response Time OD 4ms Connectivity HDMI, VGA Vesa Wall Mount 75x75mm(3.0″X3.0″) Power Consumption Consumption (Standard): 25W <br> Consumption (Standby): ≤0.5W Dimensions 539.2×320.4×48.5mm (22“X13”X1.9”) Weight Net Weight: 2.82kg (6.2lb) <br> Gross","रू. 16,499","| Brand New","4 months ago","Rapido Store"
"Xiaomi Mi 24 Inch Monitor 1C","Brand: Xiaomi Type: LCD Response time: 6m / s Refresh rate: 60 Hz Connections: 1 x HDMI 1.4 , 1 x VGA , 1 x Power connection Ratio: 16: 9 Brightness: 250 cdd / m² Contrast Ratio: 1000: 1","रू. 17,399","| Brand New","5 months ago","Rapido Store"
"MSI Pro MP251 24.5-Inch Computer Monitor 100Hz, IP","25-inch Broadened Display: Enjoy the upgraded canvas in the limited space. A 100 Hz refresh rate provides a better viewing experience with flicker-free image. TUV Certified Eyesight Protection Maintain versatility across various devices by utilizing multiple input sources, such as HDMI and D-Sub(VGA) ports. MSI EyesErgo technology with Anti-Flicker technology helps prevent eye strain and fatigue.","रू. 17,999","| Brand New","5 months ago","Rapido Store"
"Dell 24′ Monitor – S2421HN","Device Type: LED edge light system Panel Type: IPS Aspect Ratio: 16:9 Native Resolution: 1920 x 1080 at 75 Hz Brightness: 250 cd/m2 (typical) Contrast Ratio: 1000:1 (Typical) Response Time: 4 ms gray to gray in Extreme mode Color Support: 16.7 Million colors Input Connectors: 2 x HDMI Port (Version 1.4), 1 x Audio line-out port","रू. 21,000","| Brand New","5 months ago","Rapido Store"
"Philips 27 Inch 1080p 75hz IPS Monitor Best Offer!","Philips V Line - 27"" FHD 75hz IPS Monitor with decent color accuracy for graphic related tasks as well as gaming. Is in brand new condition and comes with the box. Hurry Up!!!","रू. 21,500","| Like New","5 months ago","DAN"
"BenQ GW2790QT 27"" IPS 2k QHD Monitor 75HZ","BenQ GW2790QT 27"" IPS 2k QHD Monitor| USB-C (65W PD)| Coding Mode| 99%sRGB|Daisy Chain| Height Adjust| 75Hz| Eye Safe Certified| Brightness Intelligence| Noise Filter Speakers| HDMI|DP|USB Hub THE PRICE iS 54450 WITHOUT VAT","रू. 54,450","| Brand New","2 months ago","Mars International"
"Dell Orginal Monitor","Dell orginal monitor model s2421HN","रू. 20,500","| Brand New","3 months ago","Sameer Chettri"
"Gaming PC ( With Monitor)","Item Quantity Rate Amount Ryzen 5 3600 6 Cores 12 Thread B550GTA Racing Gaming Motherboard GTX 1650 Corssair Vengence Pro 16 GB 3600 MHz (8x2) 500 Watt GAMEMAX Power Supply Black Diamond PC gaming Case Gamemax Gamma 500 CPU Cooler 256 GB NVMe SSD Crucial Micron 3600 MB/s AOC monitor 24.","रू. 65,000","| Like New","14 days ago","Shubham Bohara"
"Colour Calibrator Service For Display Monitor","Are you seeing accurate colours, contrast, gamma, and luminance on your display monitor Display calibration is a must for all photo editors, video editors, graphics designers, and web designers. के तपाईको डिस्प्ले मोनिटरको कलर, कन्ट्रास्ट र ब्राइटनेस मिलेको छ सबै फोटो एडिटर, भिडियो एडिटर, ग्राफिक्स डिजाईनर र वेब डिजाईनर लाई नभई नहुने डिस्प्ले को क्यालिब्रेसन गर्नुहोस्","रू. 2,000","| Brand New","1 years ago","Dakshya Artistry"
"N8 Smart Watch With Fitness Tracker Heart Monitor (Smart Watch & Bands)","brand: N8 Product Dimensions: 10*2*2.7 Resolution: 320*385 Compatible devices: iPhone and Android Display type: Analog-Digital Battery average life: 6 days Wireless and Connective type: Bluetooth Device interface-primary: Touch screen, Microphone Item Weight: 200g Special Features: Sleep monitor, Heart rate monitor","रू. 3,050","| Brand New","4 months ago","ITSupplies Pasal"
"Digital Blood Pressure Monitor","blood pressure monitor","रू. 4,500","| Brand New","10 months ago","JPT SAMAN"
"Chimera GM242AC Gaming Monitor","Chimera GM242AC Gaming Monitor -23.6"" 75Hz FHD 1920 x 1080 1500R Curved 250 nits -5ms Response Time -Red Lighting -Adaptive Sync -Black","रू. 25,649","| Brand New","1 years ago","ITSupplies Pasal"
"Brand: Dell Display Size: (Inch)24 Monitor Fea","Brand: Dell Display Size: (Inch)24 Monitor Feature: IPS Model: U2422H Response Time: 5 ms - 10 ms Connectivity: HDMI Resolution: 1,920 × 1,080 Display Features: Full HD","रू. 59,400","| Brand New","5 months ago","ITSupplies Pasal"
"ASUS PN40 - MINI DESKTOP 8/500gbbssd/22"" Monitor","ASUS PN40 - MINI DESKTOP 8/500gbbssd/22"" Monitor","रू. 74,000","| Brand New","4 months ago","ITSupplies Pasal"
"22"" Monitor DHI-LM22-B200","Light and cost-effective plastic housing; • Ultra-narrow bezel, elegant appearance, metal base; • 178°H/178°V extra-wide viewing angle for overall viewing performance; • High fidelity digital processing for a brilliant and vivid video; • Support multiple signal inputs including HDMI and VGA; • Low energy consumption, long service life; • Anti-blue light design, eye-protective.","रू. 11,980","| Brand New","3 months ago","ITSupplies Pasal"
"Ryzen 5 5600X With B550m TUF And G24F Monitor","•Ryzen 5 5600X •B550m TUF Motherboard •8x2gb 3200mhz RAM •512gb NVME •CG75 Casing •650w Power Supply •RTX 2060 MSI ******************************************************* Why choose us -Get 2 years of free servicing -2 year warranty on all products -Lifetime warranty on RAM ******************************************************* Contact us: 9823814862","रू. 1,48,500","| Brand New","1 years ago","ITSupplies Pasal"
"Tire Pressure Monitor For Car (Car - Accessories)","For all cars digital automatic tire pressure monitor Watch model of device and search for YouTube How to install We have more option and product in box for best deal And save some cash Order now We have more design Wats app Viber 9818763301 20% pre pay for assure Delivery 5-7 days Buy any 2 product above 2k and get free delivery (Not all product) We have more items to explore","रू. 4,999","| Brand New","1 years ago","NEW TRENDING NEPAL (Live Video Available)"
"Computer Intel Core I5 3rd Gen With Monitor","Processor : Core i5 -3rd Gen Hard Disk Drive: 128GB SATA SSD + 500GB Hard Disk Motherboard: H61 RAM: 8GB DDR3 Display: 19"" monitor AIGO BRANDED Cabinet With 2 Fans For Better Cooling Keyboard and Mouse Contact us for more info 9823814862 .","रू. 28,500","| Brand New","1 years ago","ITSupplies Pasal"
"Ryzen 5 5600X With B550m TUF And G24F Monitor","Specification: •Ryzen 5 5600G •A520m Aorus Elite •8gb 3200mhz RAM •256gb NVME •CG75 Casing •650w 80+ bronze Power Supply ******************************************************* Why choose us -Get 2 years of free servicing -2 year warranty on all products -Lifetime warranty on RAM ******************************************************* Contact us: 9823814862","रू. 49,999","| Brand New","1 years ago","ITSupplies Pasal"
"Dell Gaming Monitor S2421hgf","Dell 24 inch 144hz gaming monitor.","रू. 31,000","| Brand New","1 years ago","ITSupplies Pasal"
"NB North Bayou Dual Monitor Arm Ultra Wide 22-32""","NB North Bayou Dual Monitor Arm Ultra Wide Full Motion Swivel Monitor Mount with Gas Spring for 22''-32'' Monitors with Load Capacity from 4.4 to 33lbs for Each Arm Height Adjustable Monitor Stand G35.. Contact us for more info 9823814862","रू. 11,500","| Brand New","1 years ago","ITSupplies Pasal"
"VGA Cable Used To Connect Computers To LCD Monitor","VGA cable used to connect computers to LCD monitors, television screens, projectors, monitoring data centers, large seminars and exhibition centers, schools and companies. Gold-plated cable head, standard 15 male - male legs to ensure full conduction without ghosting and data loss. Support Full HD resolution. The cable has an anti-interference unit that helps to transmit the signal well. Double shielded Coax RGB led. Inner led: 3 x coaxing (RGB) + 8 sync lines.","रू. 860","| Brand New","4 months ago","ITSupplies Pasal"
"Dahua DHI-LM24-E231 24"" IPS 165Hz Gaming Monitor","Screen Size: 23.8"" Panel type: IPS Aspect Ratio: 16:09 Resolution: 1920x1080 Backlight: E-LED Brightness/Luminance: 300nits(typ) Contrast Ratio: 1000:01:00 Color Support: 100% sRGB, 85% NTSC, 85% DCI-...","रू. 22,500","| Brand New","4 months ago","ITSupplies Pasal"
"Dell 24 Monitor In-Plane Switching (IPS), Flicker","Dell 24 Monitor in-Plane Switching (IPS), Flicker-Free Screen with Comfort View, Full HD (1080p) S2421HN Grey in Color. Screen Size : 24 Inches Display Resolution Maximum : 1920 X 1080 (FHD) Pixels Brand : Dell Special Feature : Flicker-Free Refresh Rate : 75 Panel Type : IPS (In-Plane Switching) Adaptive-Sync Technology : AMD FreeSync Mounting Type : VESA Mount Connector Type : HDMI Aspect Ratio : 16:9 Features : LED edgelight system, Flicker Free technology, Mercury free, arsenic-free glass","रू. 23,499","| Brand New","1 years ago","ITSupplies Pasal"
"Gaming Monitor GIGABYTE G24F2 23.8”, 165Hz/180Hz(O","Gaming Monitor GIGABYTE G24F2 23.8”, 165Hz/180Hz(OC) Gaming Monitor With 1920 x 1080 SS IPS Display, 1ms (MPRT) Response Time. Panel Size (diagonal) : 23.8”SS IPS Display Viewing Area (HxV) : 527.04x296.46 mm Panel Backlight/ Type : Edge Display Surface(non-glare/ glare) : Non-glare Color Saturation : 95% DCI-P3, 125% sRGB True Resolution : 1920 x 1080(FHD) Pixel Pitch : 0.2745(H) x 0.2745(V) mm Brightness : 300 cd/m2(TYP) Contrast Ratio : 1100:1 Viewing Angle : 178°(H)/178°(V) Display Colors :","रू. 33,000","| Brand New","1 years ago","ITSupplies Pasal"
"Dell Monitor On Sell","Urgent! Dell monitor s2421hn. Selling it cause i got another one. Serious buyer can message.","रू. 17,000","| Like New","21 days ago","Kritika"
"Mi Curved Gaming Monitor 34″ Inch","Mi Curved Gaming Monitor 34″ inch is 3440×1440 WQHD 21:9 Bring Fish Screen 144Hz High Refresh Rate. 21:9 wide panoramic view. The 21:9 format of the game interface is 30% wider than the average 16:9 screen player’s field of view, especially in RTS and FPS games, the field of vision is extremely wide. Ultra clear image with clear details. 3440×1440 ultra-clear resolution, every corner of the scene can be realistic and delicate, and the game world is spectacular and exquisite. High brightness, hig","रू. 91,500","| Brand New","3 months ago","ITSupplies Pasal"
"Xiaomi A27i 1080p Resolution Monitor","PS hard screen: 178° wide viewing angle 100Hz high refresh rate: Better experience for work and entertainment Slim 7.5mm body: Narrow bezels on three sides and easy wall mounting 1080p Resolution 8-bit High color depth 99% sRGB color gamut","रू. 27,000","| Brand New","3 months ago","ITSupplies Pasal"
"Samsung Odyssey G5 34 Inch WQHD Gaming Monitor LC3","All-encompassing 1000R display with 21:9 aspect ratio Pin-sharp images with ultra WQHD (3440 x 1440) resolution 165Hz refresh rate with low input lag","रू. 1,44,990","| Brand New","4 months ago","ITSupplies Pasal"
"DisplayPort To HDTV Monitor Cable - 3Meter","DisplayPort to HDMI cable】connects computer to TV for audio and video streaming or to a monitor or projector; plug and play; Please Note: This is Displayport to HDMI cable, don't support HDMI to DP. ..","रू. 1,900","| Brand New","3 months ago","ITSupplies Pasal"
"Viewsonic 4k 60hz 137%Srgb VX32114K-Mhd Monitor","86% NTSC color coverage provides rich, precise colors • AMD FreeSyncTM delivers fluid, tear-free visuals • HDR 10 delivers better contrast and color accuracy • 80M:1 mega dynamic contrast ratio • Ve...","रू. 80,000","| Brand New","4 months ago","ITSupplies Pasal"
"Samsung 32 Inch High Resolution QHD Monitor LS32A6","Crystal clear color quality from 178° all around viewing angle in vivid and vibrant color Stunning color accuracy and detail for any content with a wide range of colors Uninterrupted concentration for optimum productivity with a virtually borderless design","रू. 1,07,490","| Brand New","4 months ago","ITSupplies Pasal"
"19"" Monitor DHI-LM19-A200","Industrial level LCD panel, suitable for continuous 24/7 operation •Light and cost-effective plastic housing •High fidelity digital processing for a brilliant and vivid video •5ms fast response time with no image blurring or ghosting •Low energy consumption, long service life","रू. 10,745","| Brand New","3 months ago","ITSupplies Pasal"
"Lilliput A7S 7"" Full HD Monitor With 4K Support","The A7S 7"" Full HD Monitor with a red rubber case from Lilliput features an HDMI 1.4 input, making it suitable for UHD 4K filmmaking and photography. The LCD panel displays Full HD images with a 16:10 aspect ratio and 1000:1 contrast ratio. The HDMI loop-through function allows you to output to any other compatible device via HDMI.","रू. 25,000","| Brand New","27 days ago","Yuki"
"Lenovo D19-10 - 18.5"" Monitor, Tn Panel, 5Ms","Lenovo D19-10 - 18.5"" Monitor, Tn Panel, 5Ms Response Time, 200 Nits Brightness, HDMI & VGA Port - HDMI Cable Included","रू. 13,000","| Brand New","4 months ago","ITSupplies Pasal"
"KVISION 22"" Monitor DSD5022F2-2P2","21.5 inch FHD Borderless Monitor 100 Hz refresh rate, more fluid and life-like video,IPS technology for wide, 178° ultrawide view screen,Ultra-thin device body with ultra-thin border for 3 sides,8 bit LVDS FHD (1920 × 1080) display,3D noise reduction, Low blue light design for eye care, Support VESA wall mount","रू. 12,500","| Brand New","3 months ago","ITSupplies Pasal"
"Asus TUF Gaming VG249Q3A 180hz Gaming Monitor","ASUS TUF Gaming 24” (23.8 inch viewable) 1080P Monitor (VG249Q3A) - Full HD, 180Hz, 1ms, Fast IPS, Extreme Low Motion Blur, FreeSync Premium, Speakers, DisplayPort, HDMI, Variable Overdrive, 99% sRGB","रू. 35,000","| Brand New","4 months ago","ITSupplies Pasal"
"Acer Gaming VA 1ms 180hz 27"" Monitor QG270-S3","Product description by PcComponentes: Learn more about the energy performance label or product informationOur Nitro QG270S3 offers excellent features for gameplay. A 180Hz refresh rate and 250 nits ma..","रू. 28,000","| Brand New","4 months ago","ITSupplies Pasal"
"Acer XZ306CX 29.5"" 200hz HDR400 Gaming Monitor","Acer XZ306CX 29.5 Inch (74.93 Cm) Ultrawide 21:9 1500R Curve 2560 X 1080 Pixels LCD VA Pannel Monitor with LED Backlight I 1 MS VRB I 200 Hz I HDR 400 I DCI-P3 93% I AMD Free Sync I 2XHDMI 1XDP I Whit...","रू. 44,000","| Brand New","4 months ago","ITSupplies Pasal"
"AI Gaming DHI-LM27-E331A DAHUA 2k 165 Monitor","Panel Type IPS Resolution QHD (2560x1440) Aspect Ratio 16:9 Viewing Angle 178°(H)/178°(V) Brightness 300nits(typ) Contrast Ratio 1000:1 Refresh Rate 165Hz Color Support 85% NTSC Response Time 1ms Curvature Flat Video Features Free Sync Support Yes Connectivity Display Port DP1.4×2 HDMI HDMI 2.1×2 USB Port(s) USB×1(only upgrade) Audio Jack Audio out×1 Mechanical Design Tilt -5°±2°/15°±2° Swivel 20°±2° Pivot 0°~180° Height Adjustment 100+/-5mm Vesa Wall Mount 100x100mm Physical Specification Col","रू. 38,500","| Brand New","4 months ago","ITSupplies Pasal"
"Samsung 27"" Odyssey G5 S27AG50 2k Gaming Monitor","SAMSUNG LS27AG500PEXXS ODYSSEY G50A / 27"" IPS / 2560x1440@165HZ QHD / 350NITS(HDR 10) / 1MS(GTG) / 12CM HEIGHT ADJUSTMENT / DP, HDMI","रू. 53,000","| Brand New","4 months ago","ITSupplies Pasal"
"Samsung 24 Inch Essential Monitor LS24C310EAEXXS","See from all angles with enhanced accuracy with IPS Panel. Seamless gaming experience with AMD FreeSyncTM and 75Hz refresh rate. Comfortable Eye Care with Eye Saver mode and Flicker Free.","रू. 24,990","| Brand New","4 months ago","ITSupplies Pasal"
"Xiaomi A22i 21.45inch Monitor","1 year warranty Full High Definition picture quality 75Hz refresh rate 8-bit color depth 99% sRGB Supports VESA wall mounting TÜV Rheinland certified Low Blue Light 250 nits high brightness Lag-free efficiency at the office with good quality","रू. 12,000","| Brand New","3 months ago","ITSupplies Pasal"
"Huawei Mate View28.2 Monitor","4K+ Ultra-HD Display: A larger, clearer vision in your work and life. The up-to 94% screen-to-body ratio pushes top and side bezels back to a barely visible 6 mm, freeing up your imagination for greater possibilities. Real-to-life Colour: HUAWEI MateView brings incredible vibrancy to your design projects, movie viewing and photo editing via the 98% DCI-P3 cinema-level colour gamut. Ideal for getting every detail on screen, the VESA DisplayHDR 400-certified display and the super-vivid 500-nit max","रू. 1,40,000","| Brand New","3 months ago","ITSupplies Pasal"
"Viewsonic 4k 60hz 137%Srgb VX32114K-Mhd Monitor","86% NTSC color coverage provides rich, precise colors • AMD FreeSyncTM delivers fluid, tear-free visuals • HDR 10 delivers better contrast and color accuracy • 80M:1 mega dynamic contrast ratio • Ve...","रू. 80,000","| Brand New","4 months ago","ITSupplies Pasal"
